id,author_id,full_name,others,university,subjects,document_by_author,total_citation_number,total_document,h_index
863,7402197165,"Webster John M.","Webster, John| Webster, J.| Webster, J. M.| WEBSTER, J. M.","Welichem Biotech Inc., Burnaby, Canada","Agricultural and Biological Sciences, Immunology and Microbiology, Biochemistry Genetics and Molecular Biology, Medicine, Pharmacology Toxicology and Pharmaceutics, Chemistry, Environmental Science, Earth and Planetary Sciences, Multidisciplinary, Social Sciences, Decision Sciences, Mathematics",128,2650,1957,27
864,24486345200,"Dennis S. C.R.","Dennis, S.| DENNIS, S. C.R.","Western University, London, Canada","Engineering, Mathematics, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Computer Science, Social Sciences, Environmental Science, Chemical Engineering, Chemistry, Energy, Earth and Planetary Sciences, Multidisciplinary",88,3530,2653,29
865,7003276399,"Kocabiyik Serpil","Kocabiyik, S.","Memorial University of Newfoundland, St John's, Canada","Engineering, Mathematics, Physics and Astronomy, Chemical Engineering, Computer Science, Materials Science, Social Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Chemistry, Arts and Humanities",49,460,386,10
866,7403605111,"Schwartz Steven S.","Schwartz, S. S.| SCHWARTZ, STEVEN S.","Berry College, Mount Berry, United States","Agricultural and Biological Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Earth and Planetary Sciences, Medicine, Decision Sciences, Mathematics",18,701,619,13
867,57206371057,"Harvey P. J.",NA,"Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Engineering, Health Professions, Computer Science, Medicine, Materials Science",7,46,32,4
868,6603820306,"MacPhail J. D.","Macphail| MacPhail","Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Engineering",2,13,13,2
869,57188678378,"Le Gros M. A.","Le Gros, M.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science, Engineering",15,163,136,6
870,6602823916,"Meagher Gail","Meagher, G.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science",9,23,20,3
871,6701632733,"Kotlicki Andrzej","Kotlicki, A.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science, Engineering, Medicine, Chemistry, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology, Arts and Humanities, Social Sciences, Environmental Science, Chemical Engineering",73,390,284,11
872,6701831353,"Turrell Brian G.","Turrell, B. G.| Turrell, B.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science, Engineering",80,462,290,11
873,6601986038,"Drukier Andrzej K.","Drukier, Andrzey K.| Drukier, A.| Drukier, A. K.","Stockholms universitet, Stockholm, Sweden","Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Engineering, Materials Science, Medicine, Earth and Planetary Sciences, Pharmacology Toxicology and Pharmaceutics",43,1476,1230,12
874,6603249438,"Jedel P. E.",NA,"Alberta Agriculture and Rural Development, Edmonton, Canada","Agricultural and Biological Sciences, Psychology, Medicine, Decision Sciences, Mathematics",12,190,171,8
875,7202132012,"Hunt Leslie Anthony","Hunt, L. Anthony| Hunt, L. A.| Hunt, Leslie A.","University of Maryland, College Park, United States","Agricultural and Biological Sciences, Environmental Science, Psychology, Social Sciences, Medicine, Decision Sciences, Earth and Planetary Sciences, Computer Science, Mathematics",52,5202,4146,24
876,7004465014,"Bozek John David","Bozek, John D.| Bozek, J. D.| Bozek, John| Bozek, J.","SOLEIL Synchrotron, Gif-sur-Yvette, France","Physics and Astronomy, Chemistry, Materials Science, Engineering, Biochemistry Genetics and Molecular Biology, Computer Science, Multidisciplinary, Social Sciences, Mathematics, Chemical Engineering, Decision Sciences, Energy, Earth and Planetary Sciences",337,12811,6432,56
877,57203521298,"Tan Kim H.","Tan, K. H.| Tan, K.","University of Wisconsin-Madison, Madison, United States","Physics and Astronomy, Chemistry, Materials Science, Engineering, Chemical Engineering, Earth and Planetary Sciences, Energy, Biochemistry Genetics and Molecular Biology, Mathematics, Multidisciplinary",152,5542,3495,41
878,24433211900,"Bancroft G. Michael","Bancroft, G. M.| Bancroft, G. Michel","Western University, London, Canada","Physics and Astronomy, Chemistry, Earth and Planetary Sciences, Materials Science, Engineering, Chemical Engineering, Biochemistry Genetics and Molecular Biology, Energy, Multidisciplinary, Mathematics, Environmental Science",380,12982,7828,60
879,15074604800,"Fu Kejian","Fu, K. J.| Fu, Ke Jian","University of Toronto, Toronto, Canada","Chemistry, Physics and Astronomy, Materials Science, Multidisciplinary, Engineering",15,823,807,8
880,7006174036,"Paranjape Makarand","Paranjape, M.","Georgetown University, Washington, D.C., United States","Engineering, Physics and Astronomy, Materials Science, Chemistry, Biochemistry Genetics and Molecular Biology, Computer Science, Chemical Engineering, Medicine, Neuroscience, Multidisciplinary, Mathematics",68,1370,1238,18
881,7003923590,"Ristić Lj","Ristic, LJ| Ristiç, L. J.| Ristić, L. J.| Ristić, Ljubiša| Ristic, Ljubisa| Ristic, L.| Ristic, Lj| Ristic, L. J.| Ristić, Ljubiŝa","University of Alberta, Edmonton, Canada","Engineering, Physics and Astronomy, Materials Science, Energy, Computer Science",28,380,297,11
882,7005313223,"Filanovsky Igor M.","Filanovsky, Igor M.| Filanovsky, Igor| Filanovsky, I.| Filanovsky, I. M.","University of Alberta, Edmonton, Canada","Engineering, Materials Science, Computer Science, Physics and Astronomy, Mathematics, Social Sciences",272,1665,1352,18
883,7401846940,"Ahmed Nasiruddin","Ahmed, N.| Ahmed, Nasiruddin U.| Ahmed, N. U.| Ahmed, Nasir U.| Ahmed, Nasir Uddin| Ahmed, N. W.","University of Ottawa, Canada, Ottawa, Canada","Mathematics, Engineering, Computer Science, Decision Sciences, Chemical Engineering, Energy, Social Sciences, Physics and Astronomy, Medicine, Economics Econometrics and Finance, Biochemistry Genetics and Molecular Biology",264,1607,1145,19
884,56132453700,"Li Peng","Li, P.","Canadian Space Agency, Longueuil, Canada","Engineering, Mathematics, Decision Sciences, Computer Science, Chemical Engineering, Social Sciences, Biochemistry Genetics and Molecular Biology",15,30,23,3
885,7202113719,"Walton Desmond J.","WALTON, D. J.| Walton, DJ| Walton, D. J.","University of Manitoba, Winnipeg, Canada","Mathematics, Computer Science, Engineering, Social Sciences, Earth and Planetary Sciences",87,1610,958,24
886,56329899200,"Xu R.",NA,"University of Manitoba, Winnipeg, Canada","Social Sciences, Earth and Planetary Sciences, Computer Science",2,9,9,1
887,7403349331,"Song Sungjin","Song, S. J.| Song, Song Jin| Song, Sung J.| Song, Sung Jin","Sungkyunkwan University, Jongno-gu, South Korea","Physics and Astronomy, Engineering, Materials Science, Chemical Engineering, Mathematics, Energy, Computer Science, Neuroscience, Chemistry, Earth and Planetary Sciences",176,837,715,13
888,7003834275,"Schmerr Lester W.","Schmerr, L. W.| Schmerr, Lester w.| Schmerr, Lester| Schmerr, Lester W.","Iowa State University, Ames, United States","Engineering, Physics and Astronomy, Materials Science, Mathematics, Chemical Engineering, Computer Science, Arts and Humanities",126,1157,854,16
889,35148455800,"Sedov Alexander","Sedov, A.","Lakehead University, Thunder Bay, Canada","Physics and Astronomy, Engineering, Materials Science, Mathematics",49,412,305,12
890,6603432165,"Stalker Margaret J.","Stalker, Margaret| Stalker, M. J.| Stalker, M.","University of Guelph, Guelph, Canada","Veterinary, Medicine, Biochemistry Genetics and Molecular Biology, Neuroscience, Decision Sciences, Mathematics, Immunology and Microbiology, Agricultural and Biological Sciences, Environmental Science, Pharmacology Toxicology and Pharmaceutics",25,338,331,11
891,7103089147,"Kirby Gordon Michael","Kirby, G. M.| Kirby, Gordon| Kirby, Gordon M.| Kirby, G.","Ontario Veterinary College, Guelph, Canada","Biochemistry Genetics and Molecular Biology, Pharmacology Toxicology and Pharmaceutics, Medicine, Decision Sciences, Mathematics, Neuroscience, Veterinary, Chemistry, Agricultural and Biological Sciences, Environmental Science, Immunology and Microbiology, Multidisciplinary, Chemical Engineering, Computer Science",48,983,788,18
892,6602907895,"Kocal Trudy E.","Kocal, T. E.| Kocal, T.","University of Guelph, Guelph, Canada","Biochemistry Genetics and Molecular Biology, Medicine, Environmental Science, Pharmacology Toxicology and Pharmaceutics, Neuroscience, Decision Sciences, Mathematics, Veterinary, Agricultural and Biological Sciences",10,259,232,7
893,7404426328,"Smith Ian R.","Smith, Ian| Smith, I. R.| SMITH, I. R.| Smith, I.","Ontario Ministry of the Environment, Toronto, Canada","Environmental Science, Agricultural and Biological Sciences, Veterinary, Biochemistry Genetics and Molecular Biology, Medicine, Neuroscience, Social Sciences, Decision Sciences, Earth and Planetary Sciences, Mathematics",16,925,681,12
894,7402680303,"Hayes Michael Anthony","Hayes, Michael| HAYES, M. A.| Hayes, M. A.| HAYES, M. ANTHONY| Hayes, M. Anthony","Ontario Veterinary College, Guelph, Canada","Biochemistry Genetics and Molecular Biology, Medicine, Veterinary, Pharmacology Toxicology and Pharmaceutics, Immunology and Microbiology, Environmental Science, Agricultural and Biological Sciences, Neuroscience, Decision Sciences, Mathematics, Chemistry, Arts and Humanities",105,3005,2461,29
895,6602240467,"Isabel Denis","Isabel, D.","Université Laval, Quebec, Canada","Environmental Science, Medicine, Engineering, Earth and Planetary Sciences, Agricultural and Biological Sciences",9,17,17,2
896,7102135646,"Villeneuve Jean Pierre","Villeneuve, J. P.| Villeneuve, Jfan Pierre","Institut National de la Recherche Scientifique, Quebec, Canada","Medicine, Environmental Science, Engineering, Pharmacology Toxicology and Pharmaceutics, Earth and Planetary Sciences, Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology, Immunology and Microbiology, Computer Science, Chemistry, Social Sciences, Physics and Astronomy, Health Professions, Chemical Engineering, Neuroscience, Nursing, Decision Sciences, Mathematics, Energy, Economics Econometrics and Finance",254,8015,6620,46
897,7202841053,"Persson Lennart","PERSSON, LENNART| Persson, L.","Umeå Universitet, Umea, Sweden","Agricultural and Biological Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Mathematics, Medicine, Neuroscience, Earth and Planetary Sciences, Chemistry, Social Sciences, Physics and Astronomy, Immunology and Microbiology",139,10091,5928,61
898,57198238307,"Johansson Lars","Johansson, L.","Umeå Universitet, Umea, Sweden","Agricultural and Biological Sciences, Environmental Science, Earth and Planetary Sciences",6,532,488,6
899,8910207700,"Timm Uwe","Timm, U.","Københavns Universitet, Copenhagen, Denmark","Agricultural and Biological Sciences, Mathematics, Environmental Science",7,78,77,5
900,7003912738,"Klinck John M.","Klinck, J. M.| Klinck, John M.| Klinck, J.| Klinck, John","Old Dominion University, Norfolk, United States","Earth and Planetary Sciences, Agricultural and Biological Sciences, Environmental Science, Physics and Astronomy, Engineering, Mathematics, Medicine, Immunology and Microbiology, Biochemistry Genetics and Molecular Biology",125,4482,2474,39
901,8910207800,"Okubo Akira","Okubo, A.| OKUBO, A.| OKUBO, AKIRA","Stony Brook University, Stony Brook, United States","Earth and Planetary Sciences, Agricultural and Biological Sciences, Environmental Science, Mathematics, Engineering, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Immunology and Microbiology, Multidisciplinary, Social Sciences, Decision Sciences, Chemical Engineering, Medicine, Computer Science",60,3792,3517,22
902,7006640904,"Christensen-Dalsgaard Jøorgen","Christensen-Dalsgaard, Jorgen| Christensen-Dalsgaard, Jrgen| Christensen-Dalsgaard, Jørgen| Christensen-Dalsgaard, Joergen| Christensen-Dalsgaard, Joørgen| Christensen-Dalsgaard, Jrøgen| Christensen-Dalsgaard, J.| Christensen-Dalsgaard, Jörgen","Aarhus Universitet, Aarhus, Denmark","Physics and Astronomy, Earth and Planetary Sciences, Engineering, Multidisciplinary, Computer Science, Mathematics, Chemistry, Materials Science, Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology",401,23965,9088,80
903,35495152700,"Gutsev Gennadii L.","Gutsev, Gennady L.| Gutsev, G. D.| Gutsev, G.| Gutsev, G. L.| Gutsev, Gennady","Florida Agriculture and Mechanical University, Tallahassee, United States","Chemistry, Physics and Astronomy, Materials Science, Energy, Mathematics, Engineering, Biochemistry Genetics and Molecular Biology, Computer Science, Chemical Engineering",213,5091,2922,38
904,7003308922,"Ljunggren Kaj","Ljunggren, K.","Lunds Universitet, Lund, Sweden","Medicine, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Pharmacology Toxicology and Pharmaceutics, Engineering, Chemistry, Health Professions, Energy",21,367,336,8
905,7102910390,"Strand Sven Erik","Strand, S. E.| Strand, Sven E.| Strand, S.","Lunds Universitet, Lund, Sweden","Medicine, Biochemistry Genetics and Molecular Biology, Health Professions, Physics and Astronomy, Pharmacology Toxicology and Pharmaceutics, Engineering, Chemistry, Computer Science, Chemical Engineering, Energy, Psychology, Materials Science, Mathematics, Arts and Humanities, Neuroscience, Immunology and Microbiology, Multidisciplinary",221,4140,3085,33
906,7103367641,"Starr Michel I.","Starr, Michel| Starr, M.| Starr, Miche I.","Maurice Lamontagne Institute, Fisheries and Oceans Canada, Mont Joli, Canada","Agricultural and Biological Sciences, Earth and Planetary Sciences, Environmental Science, Medicine, Decision Sciences, Mathematics, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Physics and Astronomy, Immunology and Microbiology",40,1407,1163,18
907,7005440550,"Himmelman John H.","Himmelman, J. H.| Himmelman, John","Université Laval, Quebec, Canada","Agricultural and Biological Sciences, Environmental Science, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology, Decision Sciences, Mathematics, Multidisciplinary",137,4449,2552,41
908,7003341059,"Therriault Jean Claude","Therriault, Jean Claucle| THERRIAULT, JEAN CLAUDE| Therriault, J. C.","Maurice Lamontagne Institute, Fisheries and Oceans Canada, Mont Joli, Canada","Agricultural and Biological Sciences, Earth and Planetary Sciences, Environmental Science, Decision Sciences, Mathematics, Immunology and Microbiology, Multidisciplinary, Biochemistry Genetics and Molecular Biology",70,2266,1825,28
909,7202357240,"Wakabayashi Hisatsugu","WAKABAYASHI, H.| Wakabayashi, H.","Graduate School of Agricultural and Life Sciences The University of Tokyo, , Japan","Agricultural and Biological Sciences, Veterinary, Immunology and Microbiology, Environmental Science, Medicine, Biochemistry Genetics and Molecular Biology",124,4554,3538,32
910,8864679000,"Park Sung-woo","Park, S. W.| Park, Sung Woo","National Fisheries Research and Development Institute (NFRDI), Busan, South Korea","Agricultural and Biological Sciences, Immunology and Microbiology, Biochemistry Genetics and Molecular Biology",3,11,10,2
